study_accession	sample_accession	experiment_accession	run_accession	scientific_name	read_count	base_count	run_alias	fastq_ftp	sample_alias
PRJEB14847	SAMEA4347610	ERX1610106	ERR1539392	gut metagenome	21390071	4242477035	run_AWF_MVOSW_1_HAYK8ADXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539392/ERR1539392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539392/ERR1539392_2.fastq.gz	sample_AWF_749906_B1_084
PRJEB14847	SAMEA4347684	ERX1610111	ERR1539394	gut metagenome	31324956	6182125911	run_AWF_PNOSW_2_C1K1EACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539394/ERR1539394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539394/ERR1539394_2.fastq.gz	sample_AWF_749906_A1-109
PRJEB14847	SAMEA4347458	ERX1610329	ERR1539395	gut metagenome	25548705	5003093185	run_AWF_FEOSW_2_D11TTACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539395/ERR1539395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539395/ERR1539395_2.fastq.gz	sample_AWF_749906_B1-152
PRJEB14847	SAMEA4347537	ERX1610110	ERR1539396	gut metagenome	42561284	4121355592	run_AWF_AVOSW_6_C0BMEACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539396/ERR1539396.fastq.gz	sample_AWF_749906_A1-181
PRJEB14847	SAMEA4347648	ERX1610152	ERR1539399	gut metagenome	27761531	5371702487	run_AWF_LHOSW_1_D14MKACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539399/ERR1539399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539399/ERR1539399_2.fastq.gz	sample_AWF_749906_B1_063
PRJEB14847	SAMEA4347638	ERX1610179	ERR1539406	gut metagenome	25047905	4845187711	run_AWF_IAOSW_4_D11TTACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539406/ERR1539406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539406/ERR1539406_2.fastq.gz	sample_AWF_749906_A1-005
PRJEB14847	SAMEA4347738	ERX1610373	ERR1539407	gut metagenome	23969183	4702891749	run_AWF_GPOSW_1_D11TTACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539407/ERR1539407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539407/ERR1539407_2.fastq.gz	sample_AWF_749906_B1-083
PRJEB14847	SAMEA4347565	ERX1610118	ERR1539408	gut metagenome	28074904	5491577989	run_AWF_FMOSW_2_D11TTACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539408/ERR1539408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539408/ERR1539408_2.fastq.gz	sample_AWF_749906_B1-012
PRJEB14847	SAMEA4347736	ERX1610113	ERR1539410	gut metagenome	22899809	4442868591	run_AWF_MMOSW_2_D14RHACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539410/ERR1539410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539410/ERR1539410_2.fastq.gz	sample_AWF_749906_C1_019
PRJEB14847	SAMEA4347573	ERX1610272	ERR1539411	gut metagenome	25791499	5072202357	run_AWF_STOSW_4_C4VR1ACXX.IND13	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539411/ERR1539411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539411/ERR1539411_2.fastq.gz	sample_AWF_749906_A1-046
PRJEB14847	SAMEA4347541	ERX1610175	ERR1539415	gut metagenome	26710080	5231848338	run_AWF_AGOSW_1_D11KBACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539415/ERR1539415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539415/ERR1539415_2.fastq.gz	sample_AWF_749906_A1-061
PRJEB14847	SAMEA4347600	ERX1610169	ERR1539418	gut metagenome	35976455	3497027296	run_AWF_AROSW_5_C0BMEACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539418/ERR1539418.fastq.gz	sample_AWF_749906_A1-151
PRJEB14847	SAMEA4347528	ERX1610346	ERR1539419	gut metagenome	25971163	5087304473	run_AWF_AHOSW_1_D11KBACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539419/ERR1539419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539419/ERR1539419_2.fastq.gz	sample_AWF_749906_A1-071
PRJEB14847	SAMEA4347537	ERX1610168	ERR1539421	gut metagenome	24134069	4731066771	run_AWF_AVOSW_2_D11KBACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539421/ERR1539421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539421/ERR1539421_2.fastq.gz	sample_AWF_749906_A1-181
PRJEB14847	SAMEA4347713	ERX1610389	ERR1539423	gut metagenome	21952079	4335698885	run_AWF_AADOSW_1_HAYK5ADXX.IND24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539423/ERR1539423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539423/ERR1539423_2.fastq.gz	sample_AWF_749906_B1_178
PRJEB14847	SAMEA4347585	ERX1610262	ERR1539425	gut metagenome	27291945	5341141150	run_AWF_GVOSW_1_D11TTACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539425/ERR1539425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539425/ERR1539425_2.fastq.gz	sample_AWF_749906_A1-043
PRJEB14847	SAMEA4347660	ERX1610115	ERR1539426	gut metagenome	36074175	6997784702	run_AWF_AAOSW_3_D0AE5ACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539426/ERR1539426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539426/ERR1539426_2.fastq.gz	sample_AWF_749906_A1-001
PRJEB14847	SAMEA4347692	ERX1610294	ERR1539427	gut metagenome	34385115	6674743642	run_AWF_LKOSW_1_D14MKACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539427/ERR1539427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539427/ERR1539427_2.fastq.gz	sample_AWF_749906_B1_163
PRJEB14847	SAMEA4347601	ERX1610296	ERR1539430	gut metagenome	22751837	4517769038	run_AWF_GIOSW_2_HAYJ5ADXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539430/ERR1539430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539430/ERR1539430_2.fastq.gz	sample_AWF_749906_A1-033
PRJEB14847	SAMEA4347634	ERX1610124	ERR1539431	gut metagenome	26639041	5218446585	run_AWF_ILOSW_4_D11TTACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539431/ERR1539431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539431/ERR1539431_2.fastq.gz	sample_AWF_749906_A1-015
PRJEB14847	SAMEA4347667	ERX1610241	ERR1539436	gut metagenome	27491706	5405034177	run_AWF_INOSW_4_D11TTACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539436/ERR1539436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539436/ERR1539436_2.fastq.gz	sample_AWF_749906_A1-115
PRJEB14847	SAMEA4347491	ERX1610428	ERR1539437	gut metagenome	25486324	4913396883	run_AWF_NLOSW_4_D14FJACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539437/ERR1539437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539437/ERR1539437_2.fastq.gz	sample_AWF_749906_B1_135
PRJEB14847	SAMEA4347734	ERX1610125	ERR1539440	gut metagenome	26028473	5152487870	run_AWF_PAOSW_1_C1K1EACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539440/ERR1539440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539440/ERR1539440_2.fastq.gz	sample_AWF_749906_B1 108
PRJEB14847	SAMEA4347519	ERX1610123	ERR1539446	gut metagenome	18800122	3661094921	run_AWF_TROSW_4_C4UJUACXX.IND30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539446/ERR1539446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539446/ERR1539446_2.fastq.gz	sample_AWF_749906_B1-048
PRJEB14847	SAMEA4347646	ERX1610151	ERR1539447	gut metagenome	24790707	4830749373	run_AWF_KKOSW_2_C0UT3ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539447/ERR1539447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539447/ERR1539447_2.fastq.gz	sample_AWF_749906_C1-014
PRJEB14847	SAMEA4347590	ERX1610336	ERR1539457	gut metagenome	25943203	5033506950	run_AWF_SROSW_1_C4VR1ACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539457/ERR1539457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539457/ERR1539457_2.fastq.gz	sample_AWF_749906_A1-038
PRJEB14847	SAMEA4347666	ERX1610313	ERR1539460	gut metagenome	27134049	5363248928	run_AWF_PBOSW_1_C1K1EACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539460/ERR1539460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539460/ERR1539460_2.fastq.gz	sample_AWF_749906_B1 108-2
PRJEB14847	SAMEA4347467	ERX1610161	ERR1539461	gut metagenome	20680173	4104243444	run_AWF_VKOSW_2_HAY78ADXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539461/ERR1539461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539461/ERR1539461_2.fastq.gz	sample_AWF_749906_B1_ 079
PRJEB14847	SAMEA4347461	ERX1610365	ERR1539462	gut metagenome	32973248	6416473668	run_AWF_TMOSW_4_C4UJUACXX.IND26	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539462/ERR1539462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539462/ERR1539462_2.fastq.gz	sample_AWF_749906_B1-036
PRJEB14847	SAMEA4347473	ERX1610130	ERR1539463	gut metagenome	23209260	4520094099	run_AWF_MKOSW_2_D14RHACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539463/ERR1539463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539463/ERR1539463_2.fastq.gz	sample_AWF_749906_B1_125
PRJEB14847	SAMEA4347604	ERX1610230	ERR1539469	gut metagenome	21065017	4075281404	run_AWF_LLOSW_1_D14RHACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539469/ERR1539469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539469/ERR1539469_2.fastq.gz	sample_AWF_749906_C1_008
PRJEB14847	SAMEA4347534	ERX1610293	ERR1539480	gut metagenome	33938038	3296021347	run_AWF_BQOSW_4_C0BCMACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539480/ERR1539480.fastq.gz	sample_AWF_749906_B1-111
PRJEB14847	SAMEA4347715	ERX1610195	ERR1539481	gut metagenome	30264230	5847458663	run_AWF_NNOSW_3_D14FJACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539481/ERR1539481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539481/ERR1539481_2.fastq.gz	sample_AWF_749906_C1_020
PRJEB14847	SAMEA4347660	ERX1610295	ERR1539482	gut metagenome	20177810	4006665621	run_AWF_AAOSW_2_HAYJ5ADXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539482/ERR1539482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539482/ERR1539482_2.fastq.gz	sample_AWF_749906_A1-001
PRJEB14847	SAMEA4347568	ERX1610410	ERR1539485	gut metagenome	26888414	5328369099	run_AWF_IQOSW_3_C0UW8ACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539485/ERR1539485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539485/ERR1539485_2.fastq.gz	sample_AWF_749906_B1-015
PRJEB14847	SAMEA4347733	ERX1610204	ERR1539486	gut metagenome	22510860	4461356544	run_AWF_PIOSW_2_C1K1EACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539486/ERR1539486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539486/ERR1539486_2.fastq.gz	sample_AWF_749906_A1 108-2
PRJEB14847	SAMEA4347709	ERX1610193	ERR1539490	gut metagenome	25556942	4990185742	run_AWF_QEOSW_8_C1JDKACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539490/ERR1539490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539490/ERR1539490_2.fastq.gz	sample_AWF_749906_A1 166
PRJEB14847	SAMEA4347462	ERX1610276	ERR1539493	gut metagenome	20131831	3980721252	run_AWF_BVOSW_3_C0KU9ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539493/ERR1539493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539493/ERR1539493_2.fastq.gz	sample_AWF_749906_B1-151
PRJEB14847	SAMEA4347694	ERX1610338	ERR1539495	gut metagenome	26147670	5091716171	run_AWF_ALOSW_1_D11KBACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539495/ERR1539495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539495/ERR1539495_2.fastq.gz	sample_AWF_749906_A1-101
PRJEB14847	SAMEA4347679	ERX1610273	ERR1539497	gut metagenome	28009940	2698641723	run_AWF_BBOSW_1_C0BCMACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539497/ERR1539497.fastq.gz	sample_AWF_749906_C1-021
PRJEB14847	SAMEA4347619	ERX1610267	ERR1539500	gut metagenome	27304093	5349396114	run_AWF_AQOSW_2_D11KBACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539500/ERR1539500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539500/ERR1539500_2.fastq.gz	sample_AWF_749906_A1-141
PRJEB14847	SAMEA4347659	ERX1610138	ERR1539339	gut metagenome	14843348	2926710661	run_AWF_AAKOSW_1_HAYJVADXX.IND30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539339/ERR1539339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539339/ERR1539339_2.fastq.gz	sample_AWF_749906_B1_188
PRJEB14847	SAMEA4347506	ERX1610158	ERR1539508	gut metagenome	24220270	4752306901	run_AWF_TTOSW_4_C4UJUACXX.IND32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539508/ERR1539508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539508/ERR1539508_2.fastq.gz	sample_AWF_749906_B1-050
PRJEB14847	SAMEA4347697	ERX1610349	ERR1539512	gut metagenome	40937850	7993962618	run_AWF_SCOSW_7_C2420ACXX.IND22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539512/ERR1539512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539512/ERR1539512_2.fastq.gz	sample_AWF_749906_B1-067
PRJEB14847	SAMEA4347497	ERX1610408	ERR1539340	gut metagenome	31739195	6242218119	run_AWF_TKOSW_4_C4VR1ACXX.IND24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539340/ERR1539340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539340/ERR1539340_2.fastq.gz	sample_AWF_749906_B1-029
PRJEB14847	SAMEA4347564	ERX1610344	ERR1539514	gut metagenome	27450465	5375809063	run_AWF_GQOSW_1_D11TTACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539514/ERR1539514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539514/ERR1539514_2.fastq.gz	sample_AWF_749906_B1-133
PRJEB14847	SAMEA4347470	ERX1610136	ERR1539343	gut metagenome	15002460	2931836967	run_AWF_TPOSW_4_C4UJUACXX.IND28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539343/ERR1539343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539343/ERR1539343_2.fastq.gz	sample_AWF_749906_B1-039
PRJEB14847	SAMEA4347740	ERX1610297	ERR1539516	gut metagenome	10275287	2029621239	run_AWF_AAFOSW_2_HAYK5ADXX.IND26	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539516/ERR1539516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539516/ERR1539516_2.fastq.gz	sample_AWF_749906_A1_187
PRJEB14847	SAMEA4347527	ERX1610250	ERR1539346	gut metagenome	39279307	3613329554	run_AWF_BHOSW_2_C0BCMACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539346/ERR1539346.fastq.gz	sample_AWF_749906_B1-041
PRJEB14847	SAMEA4347571	ERX1610439	ERR1539522	gut metagenome	38298752	3698744201	run_AWF_ASOSW_6_C0BMEACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539522/ERR1539522.fastq.gz	sample_AWF_749906_A1-161
PRJEB14847	SAMEA4347500	ERX1610429	ERR1539349	gut metagenome	11311546	2225302362	run_AWF_AATOSW_2_HAYK8ADXX.IND32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539349/ERR1539349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539349/ERR1539349_2.fastq.gz	sample_AWF_749906_A1_082
PRJEB14847	SAMEA4347664	ERX1610251	ERR1539523	gut metagenome	25924612	5100329400	run_AWF_QIOSW_2_C1JJBACXX.IND24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539523/ERR1539523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539523/ERR1539523_2.fastq.gz	sample_AWF_749906_B1 166
PRJEB14847	SAMEA4347702	ERX1610160	ERR1539353	gut metagenome	28086705	5519628633	run_AWF_GROSW_1_D11TTACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539353/ERR1539353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539353/ERR1539353_2.fastq.gz	sample_AWF_749906_B1-183
PRJEB14847	SAMEA4347730	ERX1610259	ERR1539524	gut metagenome	23948678	4683270304	run_AWF_MHOSW_2_D14RHACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539524/ERR1539524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539524/ERR1539524_2.fastq.gz	sample_AWF_749906_B1_025
PRJEB14847	SAMEA4347636	ERX1610215	ERR1539354	gut metagenome	31007234	6063468750	run_AWF_APOSW_2_D11KBACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539354/ERR1539354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539354/ERR1539354_2.fastq.gz	sample_AWF_749906_A1-131
PRJEB14847	SAMEA4347485	ERX1610237	ERR1539527	gut metagenome	25707690	5016959394	run_AWF_AKOSW_1_D11KBACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539527/ERR1539527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539527/ERR1539527_2.fastq.gz	sample_AWF_749906_A1-091
PRJEB14847	SAMEA4347583	ERX1610180	ERR1539361	gut metagenome	30494049	6049433558	run_AWF_KMOSW_2_D11VRACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539361/ERR1539361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539361/ERR1539361_2.fastq.gz	sample_AWF_749906_A1-044
PRJEB14847	SAMEA4347468	ERX1610266	ERR1539363	gut metagenome	23043617	4557902568	run_AWF_ABGOSW_2_HAYJVADXX.IND40	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539363/ERR1539363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539363/ERR1539363_2.fastq.gz	sample_AWF_749906_B1_122
PRJEB14847	SAMEA4347577	ERX1610233	ERR1539366	gut metagenome	26048066	5058349054	run_AWF_SVOSW_1_C4VR1ACXX.IND14	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539366/ERR1539366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539366/ERR1539366_2.fastq.gz	sample_AWF_749906_A1-048
PRJEB14847	SAMEA4347654	ERX1610166	ERR1539367	gut metagenome	28421572	5487704180	run_AWF_NMOSW_3_D14FJACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539367/ERR1539367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539367/ERR1539367_2.fastq.gz	sample_AWF_749906_B1_185
PRJEB14847	SAMEA4347699	ERX1610248	ERR1539371	gut metagenome	24392045	4790930074	run_AWF_RPOSW_3_C1JJBACXX.IND15	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539371/ERR1539371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539371/ERR1539371_2.fastq.gz	sample_AWF_749906_B1-068
PRJEB14847	SAMEA4347478	ERX1610178	ERR1539384	gut metagenome	20200563	4003520283	run_AWF_BFOSW_1_C0KU9ACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539384/ERR1539384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539384/ERR1539384_2.fastq.gz	sample_AWF_749906_B1-021
PRJEB14847	SAMEA4347489	ERX1610263	ERR1539528	gut metagenome	25780293	5104251267	run_AWF_PKOSW_2_C1K1EACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539528/ERR1539528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539528/ERR1539528_2.fastq.gz	sample_AWF_749906_A1 158-2
PRJEB14847	SAMEA4347686	ERX1610363	ERR1539385	gut metagenome	28965905	5749780443	run_AWF_KVOSW_2_D11VRACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539385/ERR1539385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539385/ERR1539385_2.fastq.gz	sample_AWF_749906_B1-194
PRJEB14847	SAMEA4347588	ERX1610384	ERR1539529	gut metagenome	24809708	4862658854	run_AWF_HPOSW_4_D11TTACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539529/ERR1539529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539529/ERR1539529_2.fastq.gz	sample_AWF_749906_B1-004
PRJEB14847	SAMEA4347490	ERX1610375	ERR1539388	gut metagenome	23661244	4607013557	run_AWF_TIOSW_4_C4VR1ACXX.IND23	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539388/ERR1539388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539388/ERR1539388_2.fastq.gz	sample_AWF_749906_B1-028
PRJEB14847	SAMEA4347705	ERX1610209	ERR1539534	gut metagenome	31434094	3048728778	run_AWF_BKOSW_3_C0BCMACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539534/ERR1539534.fastq.gz	sample_AWF_749906_B1-061
PRJEB14847	SAMEA4347681	ERX1610126	ERR1539391	gut metagenome	23954434	4757728644	run_AWF_PCOSW_2_C1K1EACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539391/ERR1539391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539391/ERR1539391_2.fastq.gz	sample_AWF_749906_B1 158-2
PRJEB14847	SAMEA4347574	ERX1610321	ERR1539540	gut metagenome	21214212	4137705364	run_AWF_SAOSW_8_C1JDKACXX.IND20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539540/ERR1539540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539540/ERR1539540_2.fastq.gz	sample_AWF_749906_A1-167
PRJEB14847	SAMEA4347498	ERX1610333	ERR1539398	gut metagenome	25685115	5110678196	run_AWF_VHOSW_2_HAY78ADXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539398/ERR1539398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539398/ERR1539398_2.fastq.gz	sample_AWF_749906_A1_080
PRJEB14847	SAMEA4347720	ERX1610261	ERR1539546	gut metagenome	26291385	5153239908	run_AWF_HEOSW_3_D11TTACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539546/ERR1539546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539546/ERR1539546_2.fastq.gz	sample_AWF_749906_B1-093
PRJEB14847	SAMEA4347651	ERX1610146	ERR1539401	gut metagenome	26814834	5275330387	run_AWF_ABAOSW_2_HAYK5ADXX.IND34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539401/ERR1539401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539401/ERR1539401_2.fastq.gz	sample_AWF_749906_B1_062
